"","home_team","away_team","home_score","away_score","tournament","city","country","neutral","gameresult"
"40420","Other","Other",0,3,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"2"
"40421","Other","Other",0,3,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40422","Other","South Korea",0,1,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"2"
"40423","Other","Other",0,2,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40424","Other","Other",0,3,"AFC Asian Cup","Sharjah","United Arab Emirates",TRUE,"2"
"40425","Other","Other",0,2,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"2"
"40426","Other","Other",0,6,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"2"
"40427","Other","Other",0,1,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40428","Other","Other",0,4,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"2"
"40429","Other","Other",0,1,"AFC Asian Cup","Sharjah","United Arab Emirates",TRUE,"2"
"40430","Other","Thailand",1,1,"AFC Asian Cup","Al Ain","United Arab Emirates",FALSE,"0"
"40431","Other","Other",0,0,"Friendly","Doha","Qatar",TRUE,"0"
"40432","Other","Other",3,2,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"1"
"40433","Other","Other",0,0,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"0"
"40434","South Korea","Other",2,0,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"40435","Other","Other",3,1,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"1"
"40436","Other","Other",0,0,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"0"
"40437","Other","Other",2,0,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"1"
"40438","Other","Other",4,1,"AFC Asian Cup","Sharjah","United Arab Emirates",TRUE,"1"
"40439","Saudi Arabia","Other",0,2,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40440","Japan","Other",2,1,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"1"
"40441","Other","Other",3,1,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"40442","Other","Other",2,0,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"40443","Other","Other",1,1,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"0"
"40444","Thailand","Other",1,2,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"2"
"40445","Other","Other",0,0,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"0"
"40446","Japan","Other",1,0,"AFC Asian Cup","Sharjah","United Arab Emirates",TRUE,"1"
"40447","Other","Other",3,2,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",FALSE,"1"
"40448","South Korea","Other",2,1,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"1"
"40449","Qatar","Other",1,0,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"40450","China PR","Other",0,3,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40451","Other","Other",0,1,"AFC Asian Cup","Dubai","United Arab Emirates",TRUE,"2"
"40452","South Korea","Other",0,1,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40453","Other","Other",1,0,"AFC Asian Cup","Al Ain","United Arab Emirates",FALSE,"1"
"40454","United States","Other",3,0,"Friendly","Glendale","United States",FALSE,"1"
"40455","Other","Other",0,3,"AFC Asian Cup","Al Ain","United Arab Emirates",TRUE,"2"
"40456","Qatar","Other",4,0,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"1"
"40457","Japan","Other",1,3,"AFC Asian Cup","Abu Dhabi","United Arab Emirates",TRUE,"2"
"40458","United States","Costa Rica",2,0,"Friendly","San Jose","United States",FALSE,"1"
"40459","Other","Other",1,0,"Friendly","Belek","Other",TRUE,"1"
"40460","Other","Other",5,0,"Friendly","Havana","Other",FALSE,"1"
"40461","Other","Other",2,2,"Friendly","Villa Tunari","Other",FALSE,"0"
"40462","Other","Other",3,0,"Friendly","Kingstown","Other",TRUE,"1"
"40463","Other","Other",3,1,"Friendly","Los Angeles","United States",TRUE,"1"
"40464","Other","Other",0,1,"Friendly","Phnom Penh","Other",FALSE,"2"
"40465","Other","Other",6,1,"Friendly","Nassau","Other",FALSE,"1"
"40466","Other","Other",3,0,"Friendly","Suva","Other",FALSE,"1"
"40467","Other","Other",3,1,"Friendly","Honiara","Other",FALSE,"1"
"40468","Other","Other",0,0,"Friendly","Mandalay","Other",FALSE,"0"
"40469","Germany","Other",1,1,"Friendly","Wolfsburg","Germany",FALSE,"0"
"40470","Wales","Trinidad and Tobago",1,0,"Friendly","Wrexham","Wales",FALSE,"1"
"40471","Other","Denmark",2,2,"Friendly","Pristina","Other",FALSE,"0"
"40472","Kuwait","Other",0,0,"Friendly","Al Ahmadi","Kuwait",FALSE,"0"
"40473","Other","Other",3,1,"Friendly","Lautoka","Other",TRUE,"1"
"40474","Other","Other",2,1,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"1"
"40475","United States","Other",1,0,"Friendly","Orlando","United States",FALSE,"1"
"40476","Northern Ireland","Other",2,0,"UEFA Euro qualification","Belfast","Other",FALSE,"1"
"40477","Netherlands","Other",4,0,"UEFA Euro qualification","Rotterdam","Netherlands",FALSE,"1"
"40478","Other","Other",2,1,"UEFA Euro qualification","Zagreb","Other",FALSE,"1"
"40479","Other","Hungary",2,0,"UEFA Euro qualification","Trnava","Other",FALSE,"1"
"40480","Austria","Poland",0,1,"UEFA Euro qualification","Vienna","Austria",FALSE,"2"
"40481","Other","Latvia",3,1,"UEFA Euro qualification","Skopje","Other",FALSE,"1"
"40482","Other","Other",1,1,"UEFA Euro qualification","Haifa","Other",FALSE,"0"
"40483","Other","Other",5,0,"UEFA Euro qualification","Nicosia","Other",FALSE,"1"
"40484","Belgium","Russia",3,1,"UEFA Euro qualification","Brussels","Belgium",FALSE,"1"
"40485","Other","Scotland",3,0,"UEFA Euro qualification","Nursultan","Other",FALSE,"1"
"40486","Other","Other",2,2,"CONCACAF Nations League qualifying","The Valley","Other",TRUE,"0"
"40487","Argentina","Other",1,3,"Friendly","Madrid","Spain",TRUE,"2"
"40488","Other","Costa Rica",1,0,"Friendly","Guatemala City","Other",FALSE,"1"
"40489","Japan","Other",0,1,"Friendly","Yokohama","Japan",FALSE,"2"
"40490","South Korea","Other",1,0,"Friendly","Ulsan","South Korea",FALSE,"1"
"40491","Mexico","Chile",3,1,"Friendly","San Diego","United States",TRUE,"1"
"40492","Other","Paraguay",1,0,"Friendly","Harrison","United States",TRUE,"1"
"40493","Other","Other",1,1,"UEFA Euro qualification","Sofia","Other",FALSE,"0"
"40494","England","Other",5,0,"UEFA Euro qualification","London","England",FALSE,"1"
"40495","Portugal","Other",0,0,"UEFA Euro qualification","Lisbon","Portugal",FALSE,"0"
"40496","Other","Other",2,1,"UEFA Euro qualification","Luxembourg City","Other",FALSE,"1"
"40497","Other","Other",0,2,"UEFA Euro qualification","Shkodër","Other",FALSE,"2"
"40498","Other","Other",0,2,"UEFA Euro qualification","Andorra la Vella","Other",FALSE,"2"
"40499","Other","France",1,4,"UEFA Euro qualification","Chișinău","Other",FALSE,"2"
"40500","Other","Other",0,1,"African Cup of Nations qualification","Francistown","Other",FALSE,"2"
"40501","Other","Other",0,3,"CONCACAF Nations League qualifying","The Valley","Other",FALSE,"2"
"40502","Other","Other",2,1,"CONCACAF Nations League qualifying","Arnos Vale","Other",FALSE,"1"
"40503","Other","Other",1,2,"CONCACAF Nations League qualifying","West Bay","Other",FALSE,"2"
"40504","Other","Other",3,2,"CONCACAF Nations League qualifying","North Sound","Other",TRUE,"1"
"40505","Brazil","Other",1,1,"Friendly","Porto","Portugal",TRUE,"0"
"40506","Malaysia","Other",2,1,"Friendly","Kuala Lumpur","Malaysia",FALSE,"1"
"40507","Other","Other",1,1,"Friendly","Kuala Lumpur","Malaysia",TRUE,"0"
"40508","Other","Switzerland",0,2,"UEFA Euro qualification","Tbilisi","Other",FALSE,"2"
"40509","Other","Other",0,1,"UEFA Euro qualification","Gibraltar","Other",FALSE,"2"
"40510","Other","Other",2,1,"UEFA Euro qualification","Attard","Other",FALSE,"1"
"40511","Sweden","Romania",2,1,"UEFA Euro qualification","Stockholm","Sweden",FALSE,"1"
"40512","Spain","Norway",2,1,"UEFA Euro qualification","Valencia","Spain",FALSE,"1"
"40513","Other","Other",2,1,"UEFA Euro qualification","Sarajevo","Other",FALSE,"1"
"40514","Italy","Finland",2,0,"UEFA Euro qualification","Udine","Italy",FALSE,"1"
"40515","Other","Other",0,2,"UEFA Euro qualification","Vaduz","Other",FALSE,"2"
"40516","Other","Other",2,0,"African Cup of Nations qualification","Thiès","Other",FALSE,"1"
"40517","Other","Other",3,0,"African Cup of Nations qualification","Yaoundé","Other",FALSE,"1"
"40518","Other","Other",3,0,"African Cup of Nations qualification","Bamako","Other",FALSE,"1"
"40519","Other","Other",1,0,"African Cup of Nations qualification","Accra","Other",FALSE,"1"
"40520","Other","Other",1,1,"African Cup of Nations qualification","Niamey","Other",FALSE,"0"
"40521","Other","Other",4,1,"African Cup of Nations qualification","Lusaka","Other",FALSE,"1"
"40522","Other","Other",4,0,"CONCACAF Nations League qualifying","Roseau","Other",FALSE,"1"
"40523","Other","Other",4,3,"CONCACAF Nations League qualifying","The Valley","Other",TRUE,"1"
"40524","Other","Other",2,1,"CONCACAF Nations League qualifying","North Sound","Other",FALSE,"1"
"40525","Other","Other",2,1,"CONCACAF Nations League qualifying","Leonora","Other",FALSE,"1"
"40526","Other","Other",2,0,"CONCACAF Nations League qualifying","Paramaribo","Other",FALSE,"1"
"40527","Other","Martinique",0,1,"CONCACAF Nations League qualifying","Les Abymes","Other",FALSE,"2"
"40528","Other","Other",0,1,"Friendly","Taipei","Other",FALSE,"2"
"40529","Other","Other",1,0,"Friendly","Lautoka","Other",FALSE,"1"
"40530","Northern Ireland","Other",2,1,"UEFA Euro qualification","Belfast","Other",FALSE,"1"
"40531","Netherlands","Germany",2,3,"UEFA Euro qualification","Amsterdam","Netherlands",FALSE,"2"
"40532","Wales","Other",1,0,"UEFA Euro qualification","Cardiff","Wales",FALSE,"1"
"40533","Hungary","Other",2,1,"UEFA Euro qualification","Budapest","Hungary",FALSE,"1"
"40534","Other","Austria",4,2,"UEFA Euro qualification","Haifa","Other",FALSE,"1"
"40535","Poland","Latvia",2,0,"UEFA Euro qualification","Warsaw","Poland",FALSE,"1"
"40536","Other","Other",1,1,"UEFA Euro qualification","Ljubljana","Other",FALSE,"0"
"40537","Other","Scotland",0,2,"UEFA Euro qualification","Serravalle","Other",FALSE,"2"
"40538","Other","Russia",0,4,"UEFA Euro qualification","Nursultan","Other",FALSE,"2"
"40539","Other","Belgium",0,2,"UEFA Euro qualification","Nicosia","Other",FALSE,"2"
"40540","Other","Other",2,1,"African Cup of Nations qualification","Cotonou","Other",FALSE,"1"
"40541","Other","Other",1,2,"African Cup of Nations qualification","Sfax","Tunisia",TRUE,"2"
"40542","Other","Other",2,0,"African Cup of Nations qualification","Harare","Other",FALSE,"1"
"40543","Central African Republic","Other",0,0,"African Cup of Nations qualification","Bangui","Other",FALSE,"0"
"40544","Other","Uganda",3,0,"African Cup of Nations qualification","Dar es Salaam","Other",FALSE,"1"
"40545","Other","Other",1,2,"CONCACAF Nations League qualifying","The Valley","Other",TRUE,"2"
"40546","Other","Other",0,2,"CONCACAF Nations League qualifying","Bayamón","Other",FALSE,"2"
"40547","Other","Other",4,1,"CONCACAF Nations League qualifying","Vancouver","Other",FALSE,"1"
"40548","Other","Other",1,3,"CONCACAF Nations League qualifying","Santiago de los Caballeros","Other",FALSE,"2"
"40549","Other","Other",2,1,"CONCACAF Nations League qualifying","Port-au-Prince","Other",FALSE,"1"
"40550","Other","Other",0,1,"CONCACAF Nations League qualifying","Bridgetown","Other",FALSE,"2"
"40551","Other","Other",2,0,"CONCACAF Nations League qualifying","San Salvador","Other",FALSE,"1"
"40552","Other","Other",0,0,"Friendly","Baku","Other",FALSE,"0"
"40553","Kuwait","Other",1,0,"Friendly","Al Ahmadi","Kuwait",FALSE,"1"
"40554","Other","Other",0,2,"Friendly","Mandalay","Other",FALSE,"2"
"40555","Saudi Arabia","Other",3,2,"Friendly","Riyadh","Saudi Arabia",FALSE,"1"
"40556","Other","Bulgaria",1,1,"UEFA Euro qualification","Pristina","Other",FALSE,"0"
"40557","Other","England",1,5,"UEFA Euro qualification","Podgorica","Other",FALSE,"2"
"40558","Portugal","Other",1,1,"UEFA Euro qualification","Lisbon","Portugal",FALSE,"0"
"40559","Other","Other",1,2,"UEFA Euro qualification","Luxembourg City","Other",FALSE,"2"
"40560","Other","Other",4,0,"UEFA Euro qualification","Eskişehir","Other",FALSE,"1"
"40561","Other","Other",0,3,"UEFA Euro qualification","Andorra la Vella","Other",FALSE,"2"
"40562","France","Other",4,0,"UEFA Euro qualification","Paris","France",FALSE,"1"
"40563","Other","Other",1,0,"Friendly","Blida","Other",FALSE,"1"
"40564","Costa Rica","Other",1,0,"Friendly","San José","Other",FALSE,"1"
"40565","Other","Brazil",1,3,"Friendly","Prague","Other",FALSE,"2"
"40566","Other","Other",3,1,"Friendly","Accra","Other",FALSE,"1"
"40567","Other","Other",0,1,"Friendly","Gibraltar","Other",FALSE,"2"
"40568","Other","Other",0,0,"Friendly","Harrison","United States",TRUE,"0"
"40569","Other","Other",1,0,"Friendly","Abidjan","Other",FALSE,"1"
"40570","Japan","Other",0,1,"Friendly","Kobe","Japan",FALSE,"2"
"40571","South Korea","Other",2,1,"Friendly","Seoul","South Korea",FALSE,"1"
"40572","Other","Argentina",0,1,"Friendly","Tangiers","Morocco",FALSE,"2"
"40573","Other","Other",0,1,"Friendly","Managua","Other",FALSE,"2"
"40574","Other","Other",1,0,"Friendly","Asaba","Other",FALSE,"1"
"40575","Other","Mexico",2,4,"Friendly","Santa Clara","United States",TRUE,"2"
"40576","Other","Other",0,2,"Friendly","Washington","United States",TRUE,"2"
"40577","Other","Other",2,1,"Friendly","Dakar","Other",FALSE,"1"
"40578","Other","Other",0,0,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"0"
"40579","United States","Chile",1,1,"Friendly","Houston","United States",FALSE,"0"
"40580","Republic of Ireland","Other",1,0,"UEFA Euro qualification","Dublin","Republic of Ireland",FALSE,"1"
"40581","Switzerland","Denmark",3,3,"UEFA Euro qualification","Basel","Switzerland",FALSE,"0"
"40582","Other","Spain",0,2,"UEFA Euro qualification","Attard","Other",FALSE,"2"
"40583","Norway","Sweden",3,3,"UEFA Euro qualification","Oslo","Norway",FALSE,"0"
"40584","Romania","Other",4,1,"UEFA Euro qualification","Cluj-Napoca","Other",FALSE,"1"
"40585","Other","Other",2,2,"UEFA Euro qualification","Zenica","Other",FALSE,"0"
"40586","Italy","Other",6,0,"UEFA Euro qualification","Parma","Italy",FALSE,"1"
"40587","Other","Finland",0,2,"UEFA Euro qualification","Yerevan","Other",FALSE,"2"
"40588","Other","Other",2,0,"Other","Lobatse","Other",FALSE,"1"
"40589","Other","Other",0,0,"Other","Manzini","Other",FALSE,"0"
"40590","Other","Other",6,2,"Friendly","Athersley","England",FALSE,"1"
"40591","Malawi","Other",1,1,"Other","Blantyre","Other",FALSE,"0"
"40592","Other","Other",1,3,"Other","Victoria","Other",FALSE,"2"
"40593","Other","Other",2,2,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40594","Other","Other",5,0,"Friendly","Bodmin","England",FALSE,"1"
"40595","Other","Other",6,3,"Friendly","Kent","United States",FALSE,"1"
"40596","Other","Other",1,2,"COSAFA Cup","Durban","South Africa",TRUE,"2"
"40597","Malawi","Other",3,0,"COSAFA Cup","Durban","South Africa",TRUE,"1"
"40598","Other","Other",2,2,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40599","Other","Other",0,0,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40600","Other","Other",1,2,"COSAFA Cup","Durban","South Africa",TRUE,"2"
"40601","Other","Other",2,1,"Friendly","Vientiane","Other",FALSE,"1"
"40602","Other","Other",2,1,"COSAFA Cup","Durban","South Africa",TRUE,"1"
"40603","Other","Other",0,0,"Friendly","Panama City","Other",FALSE,"0"
"40604","Other","Other",1,1,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40605","Other","Other",3,0,"COSAFA Cup","Durban","South Africa",TRUE,"1"
"40606","Other","Other",2,1,"Friendly","Antalya","Other",FALSE,"1"
"40607","Other","Other",2,2,"Friendly","Vientiane","Other",FALSE,"0"
"40608","Other","Uganda",0,0,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40609","Other","Other",2,0,"COSAFA Cup","Durban","South Africa",TRUE,"1"
"40610","Other","Other",1,1,"Friendly","Miami Gardens","United States",TRUE,"0"
"40611","Other","Other",1,0,"Other","Ossett","England",FALSE,"1"
"40612","Other","Other",2,2,"COSAFA Cup","Durban","South Africa",FALSE,"0"
"40613","Other","Other",2,2,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40614","Other","Other",1,0,"Friendly","Washington","United States",TRUE,"1"
"40615","France","Other",2,0,"Friendly","Nantes","France",FALSE,"1"
"40616","Other","Other",3,3,"Friendly","Luxembourg City","Other",FALSE,"0"
"40617","Malaysia","Other",2,0,"Friendly","Kuala Lumpur","Malaysia",FALSE,"1"
"40618","Other","Other",0,0,"Friendly","Alanya","Other",FALSE,"0"
"40619","Other","Other",3,1,"Other","Askeran","Other",TRUE,"1"
"40620","Other","Other",3,2,"Other","Stepanakert","Other",FALSE,"1"
"40621","Other","Other",4,0,"Other","Martakert","Other",TRUE,"1"
"40622","Other","Other",1,2,"Other","Martuni","Other",TRUE,"2"
"40623","Other","Other",9,2,"Other","Harrogate","England",FALSE,"1"
"40624","Other","Other",3,0,"Friendly","Bogota","Other",FALSE,"1"
"40625","Other","Other",2,0,"Friendly","Port Vila","Other",FALSE,"1"
"40626","Other","Other",1,4,"Other","Martuni","Other",FALSE,"2"
"40627","Other","Other",0,1,"Other","Martakert","Other",TRUE,"2"
"40628","Other","Other",0,5,"Other","Askeran","Other",TRUE,"2"
"40629","Other","Other",2,1,"Other","Stepanakert","Other",TRUE,"1"
"40630","Other","Other",1,2,"COSAFA Cup","Durban","South Africa",TRUE,"2"
"40631","Other","Other",1,1,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40632","Other","Other",1,1,"Other","Martuni","Other",FALSE,"0"
"40633","Other","Other",4,0,"Other","Martakert","Other",TRUE,"1"
"40634","Other","Other",2,2,"Other","Askeran","Other",TRUE,"0"
"40635","Other","Other",1,1,"Other","Stepanakert","Other",TRUE,"0"
"40636","Other","Other",1,2,"COSAFA Cup","Durban","South Africa",TRUE,"2"
"40637","Other","Zambia",0,0,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40638","Brazil","Other",2,0,"Friendly","Brasilia","Brazil",FALSE,"1"
"40639","Mexico","Other",3,1,"Friendly","Atlanta","United States",TRUE,"1"
"40640","Other","Honduras",1,1,"Friendly","Ciudad del Este","Other",FALSE,"0"
"40641","Other","Costa Rica",1,0,"Friendly","Lima","Other",FALSE,"1"
"40642","United States","Other",0,1,"Friendly","Washington","United States",FALSE,"2"
"40643","Portugal","Switzerland",3,1,"UEFA Nations League","Porto","Portugal",FALSE,"1"
"40644","Other","Other",1,0,"Friendly","Hamilton","Other",FALSE,"1"
"40645","Chile","Other",2,1,"Friendly","Coquimbo","Chile",FALSE,"1"
"40646","Other","Other",1,1,"Friendly","Kaohsiung","Other",FALSE,"0"
"40647","Other","Other",5,0,"Friendly","Tehran","Other",FALSE,"1"
"40648","Other","Other",5,1,"Friendly","Trnava","Other",FALSE,"1"
"40649","Other","Other",1,1,"Friendly","Dushanbe","Other",FALSE,"0"
"40650","England","Netherlands",1,3,"UEFA Nations League","Guimaraes","Portugal",TRUE,"2"
"40651","Other","Other",1,1,"Other","Stepanakert","Other",TRUE,"0"
"40652","Other","Other",0,0,"Other","Askeran","Other",TRUE,"0"
"40653","Other","Other",4,0,"Other","Martakert","Other",TRUE,"1"
"40654","Other","Other",2,1,"Other","Martuni","Other",FALSE,"1"
"40655","Other","Bulgaria",2,1,"UEFA Euro qualification","Prague","Other",FALSE,"1"
"40656","Other","Other",1,1,"UEFA Euro qualification","Podgorica","Other",FALSE,"0"
"40657","Other","Other",1,1,"UEFA Euro qualification","Vilnius","Other",FALSE,"0"
"40658","Other","Other",5,0,"UEFA Euro qualification","Lviv","Other",FALSE,"1"
"40659","Other","Other",3,0,"UEFA Euro qualification","Tbilisi","Other",FALSE,"1"
"40660","Denmark","Other",1,1,"UEFA Euro qualification","Copenhagen","Denmark",FALSE,"0"
"40661","Other","Spain",1,4,"UEFA Euro qualification","Tórshavn","Other",FALSE,"2"
"40662","Norway","Romania",2,2,"UEFA Euro qualification","Oslo","Norway",FALSE,"0"
"40663","Sweden","Other",3,0,"UEFA Euro qualification","Stockholm","Sweden",FALSE,"1"
"40664","Austria","Other",1,0,"UEFA Euro qualification","Klagenfurt","Austria",FALSE,"1"
"40665","Other","Poland",0,1,"UEFA Euro qualification","Skopje","Other",FALSE,"2"
"40666","Other","Other",0,3,"UEFA Euro qualification","Riga","Other",FALSE,"2"
"40667","Other","Other",2,2,"COSAFA Cup","Durban","South Africa",TRUE,"0"
"40668","Other","Other",0,0,"COSAFA Cup","Durban","South Africa",FALSE,"0"
"40669","Argentina","Other",5,1,"Friendly","San Juan","Argentina",FALSE,"1"
"40670","China PR","Other",2,0,"Friendly","Guangzhou","China PR",TRUE,"1"
"40671","Other","Other",1,1,"Friendly","Port Vila","Other",TRUE,"0"
"40672","Other","Other",3,1,"Friendly","Boulogne-Sur-Mer","Other",FALSE,"1"
"40673","Kenya","Other",1,0,"Friendly","Bondoufle","Kenya",FALSE,"1"
"40674","South Korea","Other",1,0,"Friendly","Busan","South Korea",FALSE,"1"
"40675","Other","Other",2,0,"Friendly","Radès","Tunisia",FALSE,"1"
"40676","Uruguay","Other",3,0,"Friendly","Montevideo","Uruguay",FALSE,"1"
"40677","Other","Other",4,0,"Friendly","Tashkent","Other",FALSE,"1"
"40678","Other","Northern Ireland",1,2,"UEFA Euro qualification","Tallinn","Other",FALSE,"2"
"40679","Other","Germany",0,2,"UEFA Euro qualification","Borisov","Other",FALSE,"2"
"40680","Other","Wales",2,1,"UEFA Euro qualification","Osijek","Other",FALSE,"1"
"40681","Other","Hungary",1,3,"UEFA Euro qualification","Baku","Other",FALSE,"2"
"40682","Other","Other",1,0,"UEFA Euro qualification","Reykjavík","Other",FALSE,"1"
"40683","Other","Other",1,0,"UEFA Euro qualification","Chișinău","Other",FALSE,"1"
"40684","Other","France",2,0,"UEFA Euro qualification","Konya","Other",FALSE,"1"
"40685","Other","Other",9,0,"UEFA Euro qualification","Saransk","Other",FALSE,"1"
"40686","Scotland","Other",2,1,"UEFA Euro qualification","Glasgow","Scotland",FALSE,"1"
"40687","Belgium","Other",3,0,"UEFA Euro qualification","Brussels","Belgium",FALSE,"1"
"40688","Finland","Other",2,0,"UEFA Euro qualification","Tampere","Finland",FALSE,"1"
"40689","Other","Other",3,0,"UEFA Euro qualification","Yerevan","Other",FALSE,"1"
"40690","Other","Italy",0,3,"UEFA Euro qualification","Athens","Other",FALSE,"2"
"40691","Other","Zambia",0,1,"COSAFA Cup","Durban","South Africa",TRUE,"2"
"40692","Other","Other",2,0,"Friendly","Penafiel","Other",FALSE,"1"
"40693","Other","Other",0,0,"Friendly","Asaba","Other",FALSE,"0"
"40694","Other","Other",4,3,"Friendly","Kallang","Singapore",FALSE,"1"
"40695","Other","Other",0,0,"Other","Stepanakert","Other",TRUE,"0"
"40696","Other","Other",3,2,"Other","Askeran","Other",TRUE,"1"
"40697","Other","Other",2,0,"Other","Stepanakert","Other",FALSE,"1"
"40698","Brazil","Honduras",7,0,"Friendly","Porto Alegre","Brazil",FALSE,"1"
"40699","Other","Zambia",2,1,"Friendly","Majadahonda","Other",FALSE,"1"
"40700","Other","Other",0,0,"Friendly","Marbella","Spain",TRUE,"0"
"40701","Mexico","Other",3,2,"Friendly","Arlington","United States",TRUE,"1"
"40702","Other","Other",2,0,"Friendly","Asuncion","Other",FALSE,"1"
"40703","Other","Other",0,3,"Friendly","Lima","Other",FALSE,"2"
"40704","Other","Uganda",0,0,"Friendly","Abu Dhabi","United Arab Emirates",TRUE,"0"
"40705","United States","Other",0,3,"Friendly","Cincinnati","United States",FALSE,"2"
"40706","Switzerland","England",0,0,"UEFA Nations League","Guimaraes","Portugal",TRUE,"0"
"40707","Portugal","Netherlands",1,0,"UEFA Nations League","Porto","Portugal",FALSE,"1"
"40708","Other","Other",0,1,"Other","Stepanakert","Other",TRUE,"2"
"40709","Other","Other",3,0,"UEFA Euro qualification","Olomouc","Other",FALSE,"1"
"40710","Other","Other",2,3,"UEFA Euro qualification","Sofia","Other",FALSE,"2"
"40711","Other","Other",4,1,"UEFA Euro qualification","Belgrade","Other",FALSE,"1"
"40712","Other","Other",1,0,"UEFA Euro qualification","Lviv","Other",FALSE,"1"
"40713","Republic of Ireland","Other",2,0,"UEFA Euro qualification","Dublin","Republic of Ireland",FALSE,"1"
"40714","Denmark","Other",5,1,"UEFA Euro qualification","Copenhagen","Denmark",FALSE,"1"
"40715","Other","Norway",0,2,"UEFA Euro qualification","Tórshavn","Other",FALSE,"2"
"40716","Other","Romania",0,4,"UEFA Euro qualification","Attard","Other",FALSE,"2"
"40717","Spain","Sweden",3,0,"UEFA Euro qualification","Madrid","Spain",FALSE,"1"
"40718","Other","Austria",1,4,"UEFA Euro qualification","Skopje","Other",FALSE,"2"
"40719","Poland","Other",4,0,"UEFA Euro qualification","Warsaw","Poland",FALSE,"1"
"40720","Other","Other",0,5,"UEFA Euro qualification","Riga","Other",FALSE,"2"
"40721","Other","Other",0,0,"Friendly","Port Vila","Other",FALSE,"0"
"40722","Germany","Other",8,0,"UEFA Euro qualification","Mainz","Germany",FALSE,"1"
"40723","Other","Northern Ireland",0,1,"UEFA Euro qualification","Borisov","Other",FALSE,"2"
"40724","Other","Other",1,5,"UEFA Euro qualification","Baku","Other",FALSE,"2"
"40725","Hungary","Wales",1,0,"UEFA Euro qualification","Budapest","Hungary",FALSE,"1"
"40726","Other","Other",2,1,"UEFA Euro qualification","Reykjavík","Other",FALSE,"1"
"40727","Other","Other",2,0,"UEFA Euro qualification","Elbasan","Other",FALSE,"1"
"40728","Other","France",0,4,"UEFA Euro qualification","Andorra la Vella","Other",FALSE,"2"
"40729","Other","Other",4,0,"UEFA Euro qualification","Nur-Sultan","Other",FALSE,"1"
"40730","Belgium","Scotland",3,0,"UEFA Euro qualification","Brussels","Belgium",FALSE,"1"
"40731","Other","Other",1,0,"UEFA Euro qualification","Nizhny Novgorod","Other",FALSE,"1"
"40732","Italy","Other",2,1,"UEFA Euro qualification","Turin","Italy",FALSE,"1"
"40733","Other","Finland",0,2,"UEFA Euro qualification","Vaduz","Other",FALSE,"2"
"40734","Other","Other",2,3,"UEFA Euro qualification","Athens","Other",FALSE,"2"
"40735","Other","Other",1,1,"Friendly","Doha","Qatar",TRUE,"0"
"40736","Other","Other",1,0,"Friendly","Marrakech","Morocco",TRUE,"1"
"40737","China PR","Other",1,0,"Friendly","Guangzhou","China PR",FALSE,"1"
"40738","Other","Other",1,2,"Friendly","Varaždin","Other",FALSE,"2"
"40739","Other","Other",0,2,"Friendly","Hong Kong","Hong Kong",FALSE,"2"
"40740","Other","Other",4,1,"Friendly","Amman","Other",FALSE,"1"
"40741","South Korea","Other",1,1,"Friendly","Seoul","South Korea",FALSE,"0"
